Order ID,Category,Sub Category,Sales,Discount,Profit,PaymentMode
OD422,Fruits & Veggies,Organic Fruits,1621,0.15,470.09,UPI
OD423,Bakery,Breads & Buns,1356,0.27,501.72,UPI
OD424,Food Grains,Organic Staples,684,0.21,54.72,UPI
OD425,Bakery,Cakes,540,0.27,162,UPI
OD426,Beverages,Soft Drinks,1256,0.21,113.04,UPI
OD427,Beverages,Health Drinks,581,0.2,214.97,UPI
OD428,Snacks,Noodles,707,0.1,226.24,UPI
OD429,Fruits & Veggies,Organic Vegetables,913,0.19,374.33,UPI
OD430,Food Grains,Rice,507,0.33,96.33,UPI
OD431,Fruits & Veggies,Fresh Fruits,1367,0.29,355.42,UPI
OD432,Food Grains,Organic Staples,833,0.28,233.24,UPI
OD433,Beverages,Soft Drinks,1987,0.34,258.31,UPI
OD434,Bakery,Breads & Buns,1152,0.11,264.96,UPI
OD435,Snacks,Noodles,1362,0.12,517.56,UPI
OD436,Snacks,Cookies,942,0.15,122.46,UPI
OD437,"Eggs, Meat & Fish",Eggs,2200,0.1,792,UPI
OD438,Snacks,Noodles,861,0.25,258.3,UPI
OD439,Oil & Masala,Masalas,1648,0.33,444.96,UPI
OD440,Fruits & Veggies,Organic Fruits,1805,0.23,216.6,UPI
OD441,Fruits & Veggies,Fresh Vegetables,620,0.3,74.4,UPI
OD442,Snacks,Noodles,1216,0.27,547.2,UPI
OD443,"Eggs, Meat & Fish",Fish,686,0.3,34.3,UPI
OD444,Food Grains,Dals & Pulses,1648,0.23,313.12,UPI
OD445,Food Grains,Dals & Pulses,506,0.23,217.58,UPI
OD446,Snacks,Chocolates,1579,0.21,347.38,UPI
OD447,Snacks,Chocolates,550,0.29,231,UPI
OD448,Beverages,Soft Drinks,2020,0.22,848.4,UPI
OD449,Bakery,Cakes,695,0.24,104.25,UPI
OD450,Food Grains,Dals & Pulses,2453,0.35,367.95,UPI
OD451,Oil & Masala,Masalas,1820,0.23,637,UPI
OD452,"Eggs, Meat & Fish",Mutton,508,0.28,152.4,UPI
OD453,Oil & Masala,Edible Oil & Ghee,2459,0.23,860.65,UPI
OD454,Oil & Masala,Masalas,850,0.11,93.5,UPI
OD455,Bakery,Biscuits,2417,0.2,821.78,UPI
OD456,Snacks,Noodles,795,0.3,206.7,UPI
OD457,Food Grains,Dals & Pulses,2142,0.26,664.02,UPI
OD458,Food Grains,Dals & Pulses,1542,0.2,647.64,UPI
OD459,"Eggs, Meat & Fish",Chicken,2411,0.3,699.19,UPI
OD460,Food Grains,Atta & Flour,1213,0.28,206.21,UPI
OD461,Food Grains,Atta & Flour,507,0.1,101.4,UPI
OD462,"Eggs, Meat & Fish",Eggs,618,0.28,216.3,UPI
OD463,Beverages,Health Drinks,1199,0.33,167.86,UPI
OD464,Food Grains,Organic Staples,2200,0.23,484,UPI
OD465,Fruits & Veggies,Fresh Vegetables,1238,0.27,519.96,UPI
OD466,Beverages,Soft Drinks,1962,0.22,412.02,UPI
OD467,Snacks,Chocolates,580,0.26,139.2,UPI
OD468,Oil & Masala,Edible Oil & Ghee,2412,0.21,168.84,UPI
OD469,Bakery,Biscuits,1224,0.16,208.08,UPI
OD470,Fruits & Veggies,Organic Fruits,1356,0.31,216.96,UPI
OD471,Beverages,Soft Drinks,502,0.25,80.32,UPI
OD472,Bakery,Breads & Buns,2271,0.23,658.59,UPI
OD473,"Eggs, Meat & Fish",Chicken,1977,0.33,514.02,UPI
OD474,Beverages,Soft Drinks,1388,0.34,208.2,UPI
OD475,"Eggs, Meat & Fish",Fish,2115,0.19,359.55,UPI
OD476,Oil & Masala,Masalas,1976,0.18,790.4,UPI
OD477,Bakery,Breads & Buns,1323,0.22,251.37,UPI
OD478,Food Grains,Organic Staples,639,0.25,255.6,UPI
OD479,Food Grains,Atta & Flour,1544,0.14,633.04,UPI
OD480,Fruits & Veggies,Organic Fruits,1223,0.12,146.76,UPI
OD481,Snacks,Chocolates,1224,0.22,403.92,UPI
OD482,Bakery,Cakes,2157,0.25,949.08,UPI
OD483,Bakery,Cakes,673,0.1,195.17,UPI
OD484,Food Grains,Atta & Flour,2092,0.23,188.28,UPI
OD485,Snacks,Cookies,1892,0.19,491.92,UPI
OD486,Snacks,Cookies,1943,0.14,777.2,UPI
OD487,Fruits & Veggies,Organic Fruits,1968,0.14,649.44,UPI
OD488,"Eggs, Meat & Fish",Mutton,1596,0.26,478.8,UPI
OD489,Snacks,Cookies,1637,0.3,572.95,UPI
OD490,Snacks,Chocolates,2232,0.1,870.48,UPI
OD491,Bakery,Cakes,1917,0.22,843.48,UPI
OD492,Beverages,Soft Drinks,531,0.22,74.34,UPI
OD493,Fruits & Veggies,Fresh Fruits,1283,0.24,526.03,UPI
OD494,Beverages,Soft Drinks,937,0.33,327.95,UPI
OD495,Beverages,Health Drinks,1373,0.17,247.14,UPI
OD496,Beverages,Soft Drinks,1598,0.33,415.48,UPI
OD497,Food Grains,Atta & Flour,1398,0.26,545.22,UPI
OD498,Beverages,Health Drinks,1070,0.24,53.5,UPI
OD499,Fruits & Veggies,Organic Vegetables,1948,0.25,818.16,UPI
OD500,"Eggs, Meat & Fish",Mutton,702,0.28,161.46,UPI
OD501,Beverages,Soft Drinks,1953,0.23,722.61,UPI
OD502,"Eggs, Meat & Fish",Fish,548,0.15,115.08,UPI
OD503,Snacks,Cookies,1952,0.17,624.64,UPI
OD504,Food Grains,Dals & Pulses,1836,0.24,716.04,UPI
OD505,Bakery,Breads & Buns,2292,0.16,114.6,UPI
OD506,Beverages,Health Drinks,2112,0.18,380.16,UPI
OD507,Food Grains,Rice,2354,0.18,870.98,UPI
OD508,Snacks,Chocolates,2061,0.31,865.62,UPI
OD509,Snacks,Noodles,1791,0.31,519.39,UPI
OD510,Oil & Masala,Edible Oil & Ghee,2009,0.31,904.05,UPI
OD511,Fruits & Veggies,Organic Fruits,1850,0.29,777,UPI
OD512,Bakery,Breads & Buns,898,0.33,80.82,UPI
OD513,Bakery,Breads & Buns,1070,0.28,310.3,UPI
OD514,Oil & Masala,Masalas,606,0.29,121.2,UPI
OD515,Beverages,Health Drinks,2352,0.27,564.48,UPI
OD516,"Eggs, Meat & Fish",Eggs,1381,0.24,151.91,UPI
OD517,"Eggs, Meat & Fish",Eggs,1170,0.17,257.4,UPI
OD518,Snacks,Noodles,1815,0.12,272.25,UPI
OD519,"Eggs, Meat & Fish",Eggs,595,0.21,89.25,UPI
OD520,Bakery,Breads & Buns,640,0.27,256,UPI
OD521,"Eggs, Meat & Fish",Mutton,1854,0.34,519.12,UPI
OD522,"Eggs, Meat & Fish",Chicken,2088,0.33,689.04,UPI
OD523,Fruits & Veggies,Fresh Vegetables,1837,0.34,734.8,UPI
OD524,Oil & Masala,Masalas,737,0.29,221.1,UPI
OD525,"Eggs, Meat & Fish",Eggs,2447,0.29,978.8,UPI
OD526,"Eggs, Meat & Fish",Chicken,1102,0.22,77.14,UPI
OD527,Bakery,Cakes,2236,0.27,178.88,UPI
OD528,Snacks,Noodles,1413,0.28,155.43,UPI
OD529,Snacks,Cookies,1032,0.33,237.36,UPI
OD530,Bakery,Breads & Buns,1597,0.13,367.31,UPI
OD531,"Eggs, Meat & Fish",Fish,1537,0.31,169.07,UPI
OD532,"Eggs, Meat & Fish",Chicken,1245,0.2,348.6,UPI
OD533,Snacks,Noodles,1902,0.13,646.68,UPI
OD534,Food Grains,Organic Staples,888,0.22,115.44,UPI
OD535,Food Grains,Dals & Pulses,1416,0.25,396.48,UPI
OD536,Snacks,Noodles,739,0.17,310.38,UPI
OD537,Beverages,Soft Drinks,1262,0.22,302.88,UPI
OD538,Beverages,Soft Drinks,2241,0.22,493.02,UPI
OD539,Food Grains,Rice,2060,0.24,412,UPI
OD540,Snacks,Chocolates,1633,0.35,669.53,UPI
OD541,Beverages,Soft Drinks,1338,0.27,374.64,UPI
OD542,Fruits & Veggies,Organic Fruits,1382,0.12,179.66,UPI
OD543,Beverages,Soft Drinks,1296,0.26,388.8,UPI
OD544,Snacks,Chocolates,2289,0.16,526.47,UPI
OD545,Fruits & Veggies,Fresh Vegetables,898,0.24,44.9,UPI
OD546,"Eggs, Meat & Fish",Chicken,2017,0.14,665.61,UPI
OD547,Snacks,Chocolates,1404,0.3,294.84,UPI
OD548,Bakery,Cakes,888,0.23,337.44,UPI
OD549,"Eggs, Meat & Fish",Fish,659,0.28,204.29,UPI
OD550,Beverages,Soft Drinks,1167,0.3,501.81,UPI
OD551,"Eggs, Meat & Fish",Chicken,1471,0.1,308.91,UPI
OD552,"Eggs, Meat & Fish",Mutton,2481,0.26,421.77,UPI
OD553,Beverages,Soft Drinks,2336,0.34,607.36,UPI
OD554,Beverages,Health Drinks,1696,0.21,84.8,UPI
OD555,Oil & Masala,Spices,1904,0.26,628.32,UPI
OD556,"Eggs, Meat & Fish",Eggs,861,0.2,163.59,UPI
OD557,Fruits & Veggies,Organic Vegetables,1505,0.29,376.25,UPI
OD558,"Eggs, Meat & Fish",Eggs,1791,0.19,608.94,UPI
OD559,Snacks,Noodles,1826,0.22,91.3,UPI
OD560,"Eggs, Meat & Fish",Fish,768,0.25,268.8,UPI
OD561,Bakery,Breads & Buns,1551,0.21,511.83,UPI
OD562,Fruits & Veggies,Organic Fruits,1313,0.31,525.2,UPI
OD563,Fruits & Veggies,Fresh Vegetables,1455,0.3,494.7,UPI
OD564,Fruits & Veggies,Organic Fruits,777,0.25,186.48,UPI
OD565,Beverages,Health Drinks,2179,0.31,326.85,UPI
OD566,Fruits & Veggies,Fresh Fruits,1527,0.16,305.4,UPI
OD567,Bakery,Biscuits,2207,0.33,132.42,UPI
OD568,"Eggs, Meat & Fish",Eggs,1879,0.28,563.7,UPI
OD569,Oil & Masala,Edible Oil & Ghee,1668,0.1,283.56,UPI
OD570,Food Grains,Rice,727,0.23,247.18,UPI
OD571,Bakery,Cakes,979,0.1,430.76,UPI
OD572,Bakery,Breads & Buns,1362,0.18,381.36,UPI
OD573,Bakery,Biscuits,1626,0.24,650.4,UPI
OD574,Fruits & Veggies,Fresh Vegetables,681,0.23,286.02,UPI
OD575,"Eggs, Meat & Fish",Eggs,2017,0.21,322.72,UPI
OD576,Beverages,Health Drinks,980,0.16,205.8,UPI
OD577,Bakery,Biscuits,931,0.31,418.95,UPI
OD578,Food Grains,Organic Staples,1454,0.31,276.26,UPI
OD579,Fruits & Veggies,Organic Vegetables,2139,0.14,192.51,UPI
OD580,Food Grains,Organic Staples,1456,0.14,567.84,UPI
OD581,Fruits & Veggies,Organic Fruits,2403,0.14,480.6,UPI
OD582,Beverages,Soft Drinks,822,0.13,98.64,UPI
OD583,Food Grains,Atta & Flour,750,0.16,165,UPI
OD584,Fruits & Veggies,Fresh Fruits,1483,0.29,281.77,UPI
OD585,"Eggs, Meat & Fish",Fish,1072,0.3,310.88,UPI
OD586,Snacks,Cookies,842,0.22,176.82,UPI
OD587,Snacks,Chocolates,1479,0.29,73.95,UPI
OD588,Oil & Masala,Spices,619,0.12,229.03,UPI
OD589,Food Grains,Rice,1784,0.29,428.16,UPI
OD590,Bakery,Cakes,1586,0.31,650.26,UPI
OD591,Oil & Masala,Masalas,1354,0.24,324.96,UPI
OD592,Fruits & Veggies,Organic Vegetables,1545,0.34,432.6,UPI
OD593,Food Grains,Dals & Pulses,2409,0.27,867.24,UPI
OD594,Oil & Masala,Spices,1432,0.15,300.72,UPI
OD595,Snacks,Noodles,1443,0.25,533.91,UPI
OD596,Food Grains,Rice,1770,0.19,177,UPI
OD597,Beverages,Health Drinks,1298,0.3,272.58,UPI
OD598,"Eggs, Meat & Fish",Eggs,1674,0.12,652.86,UPI
OD599,"Eggs, Meat & Fish",Eggs,1925,0.16,712.25,UPI
OD600,Fruits & Veggies,Fresh Vegetables,1963,0.27,392.6,UPI
OD601,Snacks,Chocolates,1899,0.3,797.58,UPI
OD602,Beverages,Soft Drinks,2172,0.2,608.16,UPI
OD603,Oil & Masala,Spices,2289,0.2,618.03,UPI
OD604,Snacks,Noodles,2110,0.3,590.8,UPI
OD605,Beverages,Health Drinks,1577,0.33,599.26,UPI
OD606,Beverages,Health Drinks,2092,0.17,920.48,UPI
OD607,Beverages,Soft Drinks,2269,0.21,907.6,UPI
OD608,Oil & Masala,Spices,1426,0.14,470.58,UPI
OD609,"Eggs, Meat & Fish",Eggs,1895,0.28,852.75,UPI
OD610,Fruits & Veggies,Organic Fruits,580,0.14,168.2,UPI
OD611,Snacks,Noodles,791,0.19,142.38,UPI
OD612,Food Grains,Atta & Flour,1167,0.28,303.42,UPI
OD613,Snacks,Chocolates,1138,0.29,102.42,UPI
OD614,Beverages,Health Drinks,885,0.19,265.5,UPI
OD615,Snacks,Noodles,1149,0.25,471.09,UPI
OD616,Food Grains,Atta & Flour,753,0.23,301.2,UPI
OD617,Food Grains,Atta & Flour,2493,0.23,922.41,UPI
OD618,"Eggs, Meat & Fish",Mutton,2236,0.24,961.48,UPI
OD619,"Eggs, Meat & Fish",Fish,2106,0.16,884.52,UPI
OD620,Bakery,Biscuits,1873,0.33,618.09,UPI
OD621,Snacks,Chocolates,1155,0.31,138.6,UPI
OD622,"Eggs, Meat & Fish",Mutton,1881,0.27,432.63,UPI
OD623,Beverages,Health Drinks,2285,0.21,982.55,UPI
OD624,Bakery,Biscuits,561,0.23,134.64,UPI
OD625,"Eggs, Meat & Fish",Eggs,1482,0.19,340.86,UPI
OD626,Fruits & Veggies,Organic Vegetables,977,0.18,332.18,UPI
OD627,Food Grains,Atta & Flour,1595,0.14,717.75,UPI
OD628,Fruits & Veggies,Organic Vegetables,1069,0.28,128.28,UPI
OD629,Beverages,Soft Drinks,566,0.2,215.08,UPI
OD630,Beverages,Soft Drinks,1551,0.27,155.1,UPI
OD631,"Eggs, Meat & Fish",Chicken,1279,0.13,409.28,UPI
OD632,Bakery,Biscuits,745,0.26,208.6,UPI
OD633,Food Grains,Rice,540,0.17,32.4,UPI
OD634,"Eggs, Meat & Fish",Eggs,620,0.29,43.4,UPI
OD635,"Eggs, Meat & Fish",Fish,1931,0.26,308.96,UPI
OD636,Bakery,Biscuits,2151,0.27,215.1,UPI
OD637,Food Grains,Atta & Flour,1547,0.15,665.21,UPI
OD638,Bakery,Breads & Buns,926,0.28,240.76,UPI
OD639,Bakery,Breads & Buns,1419,0.34,283.8,UPI
OD640,Snacks,Cookies,534,0.16,101.46,UPI
OD641,Oil & Masala,Spices,2037,0.21,448.14,UPI
OD642,Food Grains,Atta & Flour,966,0.13,183.54,UPI
OD643,Food Grains,Atta & Flour,1125,0.21,427.5,UPI
OD644,Oil & Masala,Spices,2333,0.14,139.98,UPI
OD645,Snacks,Noodles,1361,0.24,299.42,UPI
OD646,"Eggs, Meat & Fish",Eggs,1656,0.31,149.04,UPI
OD647,Snacks,Noodles,1351,0.25,202.65,UPI
OD648,Beverages,Health Drinks,992,0.33,109.12,UPI
OD649,"Eggs, Meat & Fish",Fish,559,0.1,223.6,UPI
OD650,Snacks,Chocolates,2404,0.23,697.16,UPI
OD651,Food Grains,Rice,1082,0.28,421.98,UPI
OD652,"Eggs, Meat & Fish",Fish,1051,0.21,147.14,UPI
OD653,Fruits & Veggies,Organic Vegetables,1578,0.22,362.94,UPI
OD654,Oil & Masala,Edible Oil & Ghee,1086,0.27,434.4,UPI
OD655,Bakery,Cakes,1703,0.2,221.39,UPI
OD656,Food Grains,Rice,1630,0.13,537.9,UPI
OD657,Snacks,Chocolates,1689,0.31,236.46,UPI
OD658,Beverages,Health Drinks,1972,0.3,216.92,UPI
OD659,Oil & Masala,Masalas,1797,0.28,682.86,UPI
OD660,Beverages,Soft Drinks,1562,0.16,421.74,UPI
OD661,Fruits & Veggies,Fresh Fruits,2398,0.29,671.44,UPI
OD662,Bakery,Cakes,2372,0.13,237.2,UPI
OD663,Beverages,Soft Drinks,1527,0.1,106.89,UPI
OD664,Snacks,Chocolates,884,0.29,150.28,UPI
OD665,Fruits & Veggies,Fresh Vegetables,2482,0.17,645.32,UPI
OD666,Food Grains,Atta & Flour,1250,0.3,125,UPI
OD667,Food Grains,Rice,1548,0.14,356.04,UPI
OD668,Beverages,Health Drinks,2147,0.25,536.75,UPI
OD669,"Eggs, Meat & Fish",Fish,2159,0.19,647.7,UPI
OD670,Snacks,Noodles,1054,0.2,432.14,UPI
OD671,"Eggs, Meat & Fish",Fish,883,0.12,291.39,UPI
OD672,Oil & Masala,Spices,1676,0.15,134.08,UPI
OD673,Fruits & Veggies,Fresh Vegetables,2323,0.25,673.67,UPI
OD674,"Eggs, Meat & Fish",Eggs,1292,0.29,297.16,UPI
OD675,Food Grains,Organic Staples,2421,0.11,387.36,UPI
OD676,Bakery,Cakes,1204,0.19,457.52,UPI
OD677,Snacks,Cookies,2118,0.13,868.38,UPI
OD678,"Eggs, Meat & Fish",Chicken,1832,0.21,549.6,UPI
OD679,Beverages,Health Drinks,1136,0.33,170.4,UPI
OD680,"Eggs, Meat & Fish",Fish,1952,0.22,585.6,UPI
OD681,Beverages,Health Drinks,1686,0.27,573.24,UPI
OD682,Oil & Masala,Spices,2202,0.19,748.68,UPI
OD683,"Eggs, Meat & Fish",Chicken,2397,0.26,743.07,UPI
OD684,Snacks,Chocolates,1709,0.28,615.24,UPI
OD685,Snacks,Noodles,2340,0.29,444.6,UPI
OD686,Oil & Masala,Spices,1130,0.34,327.7,UPI
OD687,Oil & Masala,Masalas,960,0.19,144,UPI
OD688,Bakery,Cakes,2142,0.21,149.94,UPI
OD689,Oil & Masala,Masalas,774,0.27,69.66,UPI
OD690,Food Grains,Rice,2427,0.28,461.13,UPI
OD691,Food Grains,Organic Staples,2231,0.23,379.27,UPI
OD692,"Eggs, Meat & Fish",Chicken,1163,0.25,314.01,UPI
OD693,Oil & Masala,Spices,520,0.1,52,UPI
OD694,Bakery,Breads & Buns,713,0.28,299.46,UPI
OD695,Bakery,Biscuits,2128,0.1,425.6,UPI
OD696,"Eggs, Meat & Fish",Mutton,2302,0.18,230.2,UPI
OD697,Oil & Masala,Masalas,1735,0.11,572.55,UPI
OD698,Beverages,Health Drinks,2178,0.13,718.74,UPI
OD699,"Eggs, Meat & Fish",Chicken,2173,0.12,956.12,UPI
OD700,Oil & Masala,Edible Oil & Ghee,1064,0.27,234.08,UPI
OD701,Beverages,Health Drinks,1259,0.25,276.98,UPI
OD702,Bakery,Breads & Buns,2086,0.23,229.46,UPI
OD703,Oil & Masala,Spices,2062,0.18,268.06,UPI
OD704,Bakery,Biscuits,2463,0.32,197.04,UPI
OD705,Food Grains,Dals & Pulses,506,0.22,136.62,UPI
OD706,"Eggs, Meat & Fish",Chicken,1354,0.35,500.98,UPI
OD707,Snacks,Chocolates,1030,0.25,247.2,UPI
OD708,Oil & Masala,Masalas,530,0.28,174.9,UPI
OD709,Beverages,Soft Drinks,1409,0.11,408.61,UPI
OD710,Bakery,Breads & Buns,1419,0.27,255.42,UPI
OD711,Food Grains,Atta & Flour,2371,0.32,900.98,UPI
OD712,Snacks,Noodles,1078,0.21,258.72,UPI
OD713,"Eggs, Meat & Fish",Eggs,1084,0.21,54.2,UPI
OD714,Food Grains,Atta & Flour,1498,0.19,179.76,UPI
OD715,Food Grains,Dals & Pulses,1797,0.28,449.25,UPI
OD716,Food Grains,Dals & Pulses,1596,0.34,351.12,UPI
OD717,Fruits & Veggies,Fresh Fruits,2019,0.14,868.17,UPI
OD718,Bakery,Breads & Buns,2146,0.21,643.8,UPI
OD719,"Eggs, Meat & Fish",Eggs,544,0.3,174.08,UPI
OD720,Fruits & Veggies,Fresh Vegetables,1271,0.3,152.52,UPI
OD721,Beverages,Soft Drinks,762,0.18,129.54,UPI
OD722,Bakery,Cakes,1862,0.16,800.66,UPI
OD723,Oil & Masala,Edible Oil & Ghee,617,0.31,209.78,UPI
OD724,"Eggs, Meat & Fish",Fish,2130,0.23,426,UPI
OD725,Food Grains,Dals & Pulses,1272,0.3,63.6,UPI
OD726,Food Grains,Dals & Pulses,661,0.14,92.54,UPI
OD727,"Eggs, Meat & Fish",Chicken,2290,0.29,480.9,UPI
OD728,Beverages,Health Drinks,1182,0.19,260.04,UPI
OD729,Oil & Masala,Masalas,2128,0.34,893.76,UPI
OD730,Oil & Masala,Masalas,2042,0.2,735.12,UPI
OD731,"Eggs, Meat & Fish",Eggs,1819,0.17,582.08,UPI
OD732,Bakery,Cakes,2310,0.35,993.3,UPI
OD733,Bakery,Breads & Buns,1405,0.14,252.9,UPI
OD734,Beverages,Soft Drinks,2103,0.1,883.26,UPI
OD735,Oil & Masala,Spices,2158,0.28,366.86,UPI
OD736,Snacks,Noodles,1399,0.26,307.78,UPI
OD737,Snacks,Cookies,1333,0.23,199.95,UPI
OD738,Snacks,Noodles,2014,0.28,443.08,UPI
OD739,Oil & Masala,Edible Oil & Ghee,1808,0.24,108.48,UPI
OD740,Bakery,Cakes,2033,0.15,325.28,UPI
OD741,Beverages,Health Drinks,698,0.32,223.36,UPI
OD742,Snacks,Chocolates,759,0.27,174.57,UPI
OD743,Food Grains,Organic Staples,700,0.33,252,UPI
OD744,Bakery,Cakes,550,0.32,203.5,UPI
OD745,Food Grains,Organic Staples,1454,0.1,232.64,UPI
OD746,"Eggs, Meat & Fish",Chicken,1194,0.28,143.28,UPI
OD747,Oil & Masala,Spices,637,0.13,267.54,UPI
OD748,"Eggs, Meat & Fish",Mutton,516,0.12,196.08,UPI
OD749,Fruits & Veggies,Fresh Vegetables,2238,0.16,604.26,UPI
OD750,"Eggs, Meat & Fish",Eggs,2032,0.17,386.08,UPI
OD751,Oil & Masala,Edible Oil & Ghee,1842,0.18,755.22,UPI
OD752,Fruits & Veggies,Organic Fruits,1589,0.35,190.68,UPI
OD753,Food Grains,Rice,1531,0.14,214.34,UPI
OD754,"Eggs, Meat & Fish",Eggs,1641,0.32,656.4,UPI
OD755,Bakery,Cakes,1586,0.16,697.84,UPI
OD756,Beverages,Soft Drinks,1655,0.32,380.65,UPI
OD757,Snacks,Noodles,1958,0.18,215.38,UPI
OD758,Fruits & Veggies,Fresh Fruits,1083,0.23,249.09,UPI
OD759,Bakery,Cakes,2031,0.19,101.55,UPI
OD760,"Eggs, Meat & Fish",Fish,1617,0.13,80.85,UPI
OD761,Beverages,Health Drinks,1758,0.31,580.14,UPI
OD762,Food Grains,Atta & Flour,1881,0.11,733.59,UPI
OD763,Snacks,Chocolates,1658,0.34,132.64,UPI
OD764,Beverages,Health Drinks,1401,0.31,462.33,UPI
OD765,"Eggs, Meat & Fish",Chicken,1949,0.18,760.11,UPI
OD766,Beverages,Health Drinks,2239,0.1,985.16,UPI
OD767,Snacks,Noodles,1903,0.11,666.05,UPI
OD768,Food Grains,Atta & Flour,1367,0.13,136.7,UPI
OD769,Food Grains,Atta & Flour,1000,0.28,420,UPI
OD770,Food Grains,Rice,535,0.18,219.35,UPI
OD771,"Eggs, Meat & Fish",Fish,1562,0.23,218.68,UPI
OD772,"Eggs, Meat & Fish",Fish,1114,0.22,189.38,UPI
OD773,Food Grains,Organic Staples,2382,0.19,119.1,UPI
OD774,Oil & Masala,Spices,649,0.11,201.19,UPI
OD775,Fruits & Veggies,Organic Fruits,1880,0.3,601.6,UPI
OD776,Beverages,Health Drinks,825,0.17,255.75,UPI
OD777,Snacks,Cookies,1026,0.2,379.62,UPI
OD778,Food Grains,Rice,1273,0.32,152.76,UPI
OD779,Food Grains,Dals & Pulses,1072,0.15,182.24,UPI
OD780,"Eggs, Meat & Fish",Eggs,1794,0.2,430.56,UPI
OD781,Bakery,Cakes,1889,0.26,604.48,UPI
OD782,"Eggs, Meat & Fish",Eggs,2196,0.14,790.56,UPI
OD783,Food Grains,Rice,1856,0.32,705.28,UPI
OD784,Food Grains,Dals & Pulses,2406,0.25,1010.52,UPI
OD785,"Eggs, Meat & Fish",Eggs,1746,0.22,576.18,UPI
OD786,"Eggs, Meat & Fish",Chicken,704,0.26,154.88,UPI
OD787,Bakery,Breads & Buns,1787,0.21,268.05,UPI
OD788,Snacks,Cookies,825,0.1,313.5,UPI
OD789,Snacks,Cookies,1702,0.26,663.78,UPI
OD790,Snacks,Noodles,1167,0.24,233.4,UPI
OD791,Food Grains,Dals & Pulses,1059,0.16,349.47,UPI
OD792,Bakery,Breads & Buns,1546,0.1,479.26,UPI
OD793,Fruits & Veggies,Fresh Fruits,2135,0.11,576.45,UPI
OD794,Snacks,Chocolates,1802,0.23,558.62,UPI
OD795,Oil & Masala,Spices,979,0.21,78.32,UPI
OD796,Food Grains,Organic Staples,816,0.24,155.04,UPI
OD797,Food Grains,Organic Staples,663,0.1,218.79,UPI
OD798,Food Grains,Organic Staples,1627,0.18,715.88,UPI
OD799,Beverages,Health Drinks,1549,0.26,588.62,UPI
OD800,Fruits & Veggies,Organic Vegetables,2018,0.34,585.22,UPI
OD801,Snacks,Cookies,1983,0.33,456.09,UPI
OD802,Fruits & Veggies,Organic Vegetables,2029,0.3,385.51,UPI
OD803,"Eggs, Meat & Fish",Eggs,1980,0.12,118.8,UPI
OD804,Food Grains,Dals & Pulses,2375,0.19,332.5,UPI
OD805,Bakery,Cakes,1736,0.14,86.8,UPI
OD806,Snacks,Noodles,1843,0.12,313.31,UPI
OD807,Food Grains,Atta & Flour,1176,0.34,529.2,UPI
OD808,Bakery,Biscuits,662,0.18,165.5,UPI
OD809,"Eggs, Meat & Fish",Fish,1501,0.22,345.23,UPI
OD810,Fruits & Veggies,Fresh Fruits,1900,0.34,722,UPI
OD811,"Eggs, Meat & Fish",Eggs,1471,0.16,147.1,UPI
OD812,"Eggs, Meat & Fish",Fish,874,0.27,367.08,UPI
OD813,Bakery,Breads & Buns,1259,0.24,415.47,UPI
OD814,Snacks,Noodles,1670,0.29,83.5,UPI
OD815,Fruits & Veggies,Organic Fruits,1801,0.32,468.26,UPI
OD816,Beverages,Soft Drinks,1776,0.2,372.96,UPI
OD817,Beverages,Soft Drinks,2031,0.26,243.72,UPI
OD818,Bakery,Breads & Buns,2081,0.21,478.63,UPI
OD819,Snacks,Chocolates,2166,0.3,714.78,UPI
OD820,Beverages,Soft Drinks,1152,0.3,391.68,UPI
OD821,Fruits & Veggies,Fresh Vegetables,1831,0.34,128.17,UPI
OD822,Beverages,Health Drinks,2313,0.1,693.9,UPI
OD823,Bakery,Biscuits,1918,0.17,421.96,UPI
OD824,Food Grains,Organic Staples,1580,0.3,553,UPI
OD825,Snacks,Chocolates,506,0.18,86.02,UPI
OD826,Snacks,Cookies,1291,0.24,477.67,UPI
OD827,Bakery,Cakes,681,0.27,211.11,UPI
OD828,Bakery,Breads & Buns,553,0.2,27.65,UPI
OD829,Food Grains,Dals & Pulses,693,0.12,173.25,UPI
OD830,"Eggs, Meat & Fish",Chicken,1712,0.32,650.56,UPI
OD831,Beverages,Soft Drinks,1336,0.12,160.32,UPI
OD832,Snacks,Cookies,1095,0.13,339.45,UPI
OD833,Beverages,Soft Drinks,1950,0.17,682.5,UPI
OD834,Food Grains,Organic Staples,1478,0.12,251.26,UPI
OD835,Food Grains,Atta & Flour,1726,0.13,759.44,UPI
OD836,Beverages,Soft Drinks,1423,0.32,270.37,UPI
OD837,Snacks,Noodles,506,0.21,65.78,UPI
OD838,Bakery,Breads & Buns,866,0.16,147.22,UPI
OD839,"Eggs, Meat & Fish",Eggs,982,0.34,235.68,UPI
OD840,Oil & Masala,Spices,1287,0.31,579.15,UPI
OD841,"Eggs, Meat & Fish",Mutton,2205,0.19,463.05,UPI
OD842,Food Grains,Atta & Flour,1808,0.34,162.72,UPI
OD843,"Eggs, Meat & Fish",Chicken,680,0.35,108.8,UPI
OD844,Food Grains,Rice,2386,0.29,858.96,UPI
OD845,Beverages,Soft Drinks,2280,0.27,615.6,UPI
OD846,Beverages,Health Drinks,2008,0.24,742.96,UPI
OD847,Food Grains,Organic Staples,652,0.11,123.88,UPI
